user_id,signup_date,plan_tier,region,acquisition_channel,company_segment,monthly_logins,features_used,support_tickets,team_size,api_adopted,churned,churn_date,monthly_price,acquisition_cost,estimated_ltv
U06203,2025-01-20,Pro,Australia,Content,SMB,14,6,0,2,1,0,,79,29.32,790
U06204,2025-10-14,Pro,Germany,Content,SMB,16,7,0,6,0,1,2026-08-31,79,22.16,869
U06205,2025-04-14,Free,Australia,Organic,SMB,11,5,2,4,0,1,2025-09-02,0,30.44,0
U06206,2025-09-09,Free,US,Referral,Startup,12,3,1,1,0,1,2025-12-28,0,45.63,0
U06207,2025-03-20,Pro,India,Referral,Mid-Market,11,8,2,4,1,0,,79,31.75,711
U06208,2025-04-11,Pro,India,Paid Search,SMB,10,8,3,2,0,0,,79,89.38,790
U06209,2025-09-20,Pro,US,Paid Search,Startup,17,9,4,5,0,0,,79,87.13,869
U06210,2025-09-13,Pro,US,Paid Search,SMB,19,7,0,7,0,0,,79,99.58,948
U06211,2025-01-06,Pro,Germany,Organic,Startup,9,7,0,5,0,0,,79,47.63,869
U06212,2025-05-09,Pro,US,Organic,Enterprise,12,7,3,6,0,0,,79,36.68,711
U06213,2025-05-09,Pro,Germany,Organic,Startup,10,7,1,4,0,0,,79,39.84,790
U06214,2025-04-03,Business,India,Content,SMB,9,9,1,4,0,0,,249,25.99,2739
U06215,2025-06-12,Business,US,Paid Search,Mid-Market,19,6,0,4,1,0,,249,98.39,2490
U06216,2025-05-23,Free,Australia,Paid Search,Enterprise,8,1,1,4,0,0,,0,121.27,0
U06217,2025-05-30,Pro,US,Referral,SMB,20,5,2,6,0,0,,79,56.09,948
U06218,2025-04-13,Free,US,Partner,Mid-Market,9,1,3,4,0,0,,0,60.89,0
U06219,2025-04-10,Free,US,Organic,Startup,10,2,1,1,0,1,2025-08-19,0,59.77,0
U06220,2025-04-02,Pro,Germany,Content,Startup,14,8,0,5,1,0,,79,11.16,948
U06221,2025-09-11,Business,Germany,Content,SMB,20,7,0,10,0,0,,249,22.12,2490
U06222,2025-09-02,Pro,India,Paid Search,Startup,7,6,1,6,0,0,,79,109.03,790
U06223,2025-05-01,Pro,Canada,Content,Mid-Market,13,2,2,2,0,1,2025-08-06,79,17.58,237
U06224,2025-06-22,Free,India,Content,Startup,10,2,2,2,0,0,,0,32.41,0
U06225,2025-06-14,Pro,India,Referral,SMB,14,8,2,2,1,1,2026-04-11,79,23.52,790
U06226,2025-10-20,Free,India,Referral,SMB,6,5,3,2,0,1,2026-08-02,0,33.04,0
U06227,2025-01-02,Business,India,Referral,Mid-Market,17,9,2,7,1,0,,249,37.59,2739
U06228,2025-07-17,Business,Canada,Organic,Mid-Market,15,8,0,8,1,0,,249,58.2,2490
U06229,2025-06-04,Business,Canada,Organic,SMB,14,9,1,7,0,0,,249,26.53,1992
U06230,2025-10-19,Free,India,Content,Startup,10,2,0,1,0,1,2025-12-27,0,33.85,0
U06231,2025-07-22,Free,India,Content,SMB,3,2,2,4,0,1,2026-01-16,0,30.4,0
U06232,2025-06-08,Free,US,Referral,Mid-Market,11,3,4,1,0,1,2025-12-05,0,34.93,0
U06233,2025-03-28,Free,Germany,Paid Search,SMB,12,4,2,6,0,0,,0,104.82,0
U06234,2025-06-21,Pro,Australia,Organic,SMB,15,6,0,2,1,1,2025-12-11,79,39.16,474
U06235,2025-09-21,Pro,India,Content,Startup,17,8,2,3,0,0,,79,35.36,1106
U06236,2025-10-25,Free,US,Organic,Mid-Market,6,4,1,1,0,0,,0,36.44,0
U06237,2025-02-21,Pro,Canada,Organic,Mid-Market,9,8,2,7,0,1,2025-05-12,79,40.19,237
U06238,2025-09-18,Pro,US,Paid Search,Startup,12,4,2,3,1,1,2026-07-06,79,91.99,790
U06239,2025-01-16,Pro,India,Referral,SMB,10,8,1,4,0,0,,79,32.88,948
U06240,2025-03-31,Free,UK,Organic,Mid-Market,8,6,4,1,0,1,2025-09-15,0,16.36,0
U06241,2025-10-05,Free,India,Organic,Startup,5,4,0,1,0,0,,0,22.65,0
U06242,2025-04-24,Pro,India,Paid Search,Mid-Market,15,7,0,3,0,0,,79,101.86,869
U06243,2025-10-09,Pro,US,Content,Startup,14,6,0,6,1,0,,79,42.52,790
U06244,2025-08-19,Free,US,Paid Search,Startup,10,5,0,2,0,0,,0,103.92,0
U06245,2025-05-13,Free,UK,Content,Mid-Market,8,4,1,2,0,1,2025-08-20,0,11.52,0
U06246,2025-06-09,Free,Australia,Organic,Startup,8,6,1,1,0,0,,0,32.03,0
U06247,2025-08-01,Free,India,Organic,SMB,8,5,1,2,0,0,,0,26.08,0
U06248,2025-01-12,Free,India,Content,SMB,10,3,1,3,0,0,,0,50.42,0
U06249,2025-02-20,Pro,Canada,Paid Search,Mid-Market,12,5,2,5,0,1,2025-09-14,79,94.95,553
U06250,2025-10-22,Business,India,Partner,Mid-Market,27,10,1,11,0,0,,249,84.7,2988
U06251,2025-04-24,Business,US,Paid Search,SMB,17,8,3,10,1,0,,249,136.01,3486
U06252,2025-06-04,Pro,India,Paid Search,Startup,11,5,0,6,0,0,,79,90.47,790
U06253,2025-06-19,Pro,Australia,Organic,Mid-Market,12,8,0,8,0,0,,79,42.74,869
U06254,2025-03-08,Free,Germany,Referral,Startup,7,4,3,2,0,1,2025-10-10,0,5.0,0
U06255,2025-04-28,Free,India,Organic,Startup,8,1,0,3,0,0,,0,43.8,0
U06256,2025-07-27,Free,India,Partner,Mid-Market,9,4,1,1,0,0,,0,74.15,0
U06257,2025-01-15,Free,India,Paid Search,Startup,11,3,1,2,0,1,2025-06-03,0,85.71,0
U06258,2025-09-01,Free,Australia,Content,SMB,11,4,2,3,0,1,2026-04-27,0,38.92,0
U06259,2025-07-27,Pro,US,Paid Search,SMB,8,6,1,7,1,0,,79,114.5,948
U06260,2025-04-14,Pro,US,Organic,Startup,14,6,2,1,0,1,2025-05-21,79,34.22,79
U06261,2025-01-20,Free,US,Referral,SMB,6,6,0,2,0,0,,0,39.73,0
U06262,2025-08-02,Free,Australia,Referral,Enterprise,10,7,1,2,0,0,,0,34.51,0
U06263,2025-08-31,Free,US,Referral,SMB,9,2,1,3,0,0,,0,28.58,0
U06264,2025-03-21,Free,India,Organic,SMB,9,4,1,3,0,0,,0,22.35,0
U06265,2025-08-02,Free,Canada,Partner,SMB,9,2,2,2,1,0,,0,53.47,0
U06266,2025-08-28,Pro,US,Paid Search,Startup,8,7,1,1,0,1,2026-02-25,79,132.57,474
U06267,2025-07-23,Free,US,Content,Mid-Market,12,3,1,5,0,1,2025-09-10,0,44.58,0
U06268,2025-05-22,Pro,US,Paid Search,Startup,11,7,1,2,0,0,,79,78.24,790
U06269,2025-04-06,Free,UK,Referral,SMB,10,2,2,2,0,0,,0,33.22,0
U06270,2025-04-01,Free,India,Referral,Mid-Market,8,2,1,1,0,0,,0,33.86,0
U06271,2025-10-17,Free,Germany,Organic,Startup,11,3,2,1,0,1,2026-03-01,0,6.36,0
U06272,2025-01-05,Free,US,Partner,Mid-Market,10,6,1,3,0,0,,0,64.33,0
U06273,2025-10-27,Free,India,Organic,Mid-Market,9,3,1,1,0,1,2026-03-18,0,34.39,0
U06274,2025-04-13,Pro,India,Referral,SMB,9,7,1,6,0,0,,79,43.57,869
U06275,2025-07-01,Pro,India,Paid Search,SMB,13,4,1,5,0,0,,79,97.59,948
U06276,2025-01-24,Pro,UK,Content,Mid-Market,9,7,0,3,0,1,2025-09-10,79,34.34,632
U06277,2025-01-20,Pro,Germany,Organic,Startup,8,3,1,4,0,0,,79,37.92,1106
U06278,2025-04-25,Pro,India,Organic,Startup,13,7,0,4,1,0,,79,38.1,711
U06279,2025-04-24,Business,Australia,Content,Enterprise,17,9,1,5,1,0,,249,34.18,2988
U06280,2025-06-21,Pro,Canada,Content,SMB,13,5,1,2,0,1,2026-01-13,79,49.56,553
U06281,2025-07-06,Free,US,Paid Search,Startup,16,6,1,4,0,0,,0,70.38,0
U06282,2025-07-30,Pro,Australia,Paid Search,Startup,11,4,1,3,0,0,,79,82.4,790
U06283,2025-06-09,Pro,India,Organic,Startup,11,6,1,3,1,0,,79,26.07,711
U06284,2025-04-27,Free,US,Partner,Startup,5,1,2,1,0,0,,0,52.65,0
U06285,2025-07-07,Free,Canada,Organic,Mid-Market,10,4,1,4,0,0,,0,47.08,0
U06286,2025-06-29,Free,India,Organic,Mid-Market,7,3,2,1,0,0,,0,33.76,0
U06287,2025-07-07,Pro,India,Referral,SMB,12,7,1,4,0,1,2025-12-16,79,64.06,395
U06288,2025-05-28,Free,US,Referral,SMB,9,4,2,3,0,0,,0,47.99,0
U06289,2025-04-23,Free,UK,Content,SMB,15,3,0,3,0,1,2025-06-25,0,27.23,0
U06290,2025-08-18,Free,US,Organic,Startup,3,1,0,3,0,1,2026-03-30,0,39.64,0
U06291,2025-03-22,Free,US,Organic,Enterprise,7,4,1,2,0,0,,0,26.4,0
U06292,2025-06-26,Pro,India,Paid Search,Mid-Market,17,7,1,4,1,0,,79,70.11,869
U06293,2025-06-20,Free,Australia,Organic,Startup,6,2,1,1,0,1,2025-08-17,0,22.65,0
U06294,2025-05-12,Pro,US,Referral,SMB,10,7,0,5,0,0,,79,43.61,711
U06295,2025-05-24,Business,UK,Organic,Enterprise,12,9,1,8,0,0,,249,39.59,2739
U06296,2025-07-11,Free,US,Paid Search,SMB,7,2,4,1,0,1,2026-03-15,0,99.06,0
U06297,2025-05-23,Free,UK,Content,Startup,6,2,2,2,0,1,2026-01-21,0,25.86,0
U06298,2025-03-29,Free,Germany,Referral,SMB,7,3,0,3,0,1,2026-01-29,0,22.03,0
U06299,2025-03-02,Pro,India,Partner,Mid-Market,13,6,0,5,0,0,,79,61.24,1027
U06300,2025-09-30,Pro,UK,Partner,Startup,13,7,0,4,0,1,2026-07-30,79,55.4,790
U06301,2025-09-20,Free,US,Content,Startup,9,3,1,4,1,0,,0,32.85,0
U06302,2025-09-29,Free,US,Paid Search,Startup,6,6,0,2,0,1,2026-04-23,0,88.35,0
U06303,2025-02-04,Free,India,Referral,SMB,1,4,0,2,0,1,2025-09-16,0,42.43,0
U06304,2025-03-12,Free,India,Organic,SMB,8,4,1,3,0,0,,0,32.86,0
U06305,2025-03-15,Free,US,Referral,SMB,5,3,2,3,0,0,,0,23.06,0
U06306,2025-07-31,Free,Germany,Organic,Startup,11,2,1,4,0,1,2026-03-29,0,41.58,0
U06307,2025-09-17,Pro,Germany,Partner,Mid-Market,10,5,1,3,0,0,,79,85.19,1027
U06308,2025-02-09,Free,Australia,Organic,Startup,8,4,2,1,0,0,,0,31.96,0
U06309,2025-07-25,Pro,India,Partner,SMB,14,7,3,5,1,0,,79,77.79,869
U06310,2025-07-10,Pro,Germany,Content,Mid-Market,18,8,0,4,0,0,,79,18.86,948
U06311,2025-06-12,Free,India,Content,SMB,5,2,0,2,0,1,2025-12-27,0,35.63,0
U06312,2025-10-27,Pro,India,Partner,Startup,8,9,3,4,1,0,,79,62.65,948
U06313,2025-02-26,Pro,India,Referral,Startup,14,6,3,2,0,0,,79,35.89,1106
U06314,2025-07-20,Free,US,Referral,SMB,5,1,1,2,0,1,2026-01-14,0,33.15,0
U06315,2025-02-19,Business,India,Partner,Startup,12,10,0,9,1,0,,249,66.66,2739
U06316,2025-06-07,Free,Canada,Partner,Mid-Market,9,3,2,1,0,1,2025-08-08,0,66.61,0
U06317,2025-05-08,Pro,US,Organic,Startup,10,9,2,2,1,0,,79,29.86,1106
U06318,2025-04-14,Free,Canada,Organic,Mid-Market,6,3,1,3,0,1,2026-01-15,0,27.93,0
U06319,2025-07-08,Pro,India,Referral,Mid-Market,16,4,1,4,1,1,2025-09-22,79,33.45,237
U06320,2025-10-25,Free,Australia,Content,Enterprise,12,3,1,3,0,0,,0,31.4,0
U06321,2025-07-19,Business,Germany,Content,Startup,15,7,1,7,1,0,,249,35.9,1992
U06322,2025-04-24,Free,US,Content,Mid-Market,11,4,1,3,0,0,,0,46.53,0
U06323,2025-09-28,Pro,India,Referral,Mid-Market,11,4,0,6,0,0,,79,39.5,948
U06324,2025-04-25,Free,Canada,Paid Search,SMB,5,3,1,3,0,0,,0,58.88,0
U06325,2025-07-12,Business,US,Paid Search,Mid-Market,15,8,1,11,1,0,,249,78.49,2988
U06326,2025-05-30,Free,India,Organic,SMB,7,5,2,5,1,0,,0,31.24,0
U06327,2025-02-24,Free,Germany,Paid Search,Startup,7,3,1,1,0,0,,0,91.9,0
U06328,2025-08-16,Pro,US,Paid Search,SMB,13,4,0,3,0,0,,79,89.56,948
U06329,2025-10-17,Business,US,Organic,Startup,16,7,1,10,1,0,,249,30.05,3237
U06330,2025-02-02,Free,US,Content,SMB,6,4,1,2,0,0,,0,39.34,0
U06331,2025-10-24,Free,Australia,Paid Search,Startup,7,4,2,4,0,0,,0,78.38,0
U06332,2025-03-22,Free,UK,Partner,Mid-Market,10,3,2,1,0,0,,0,80.23,0
U06333,2025-06-09,Free,India,Paid Search,Startup,10,6,3,5,0,1,2025-07-26,0,95.55,0
U06334,2025-06-23,Free,India,Organic,Startup,9,7,1,2,0,0,,0,36.81,0
U06335,2025-04-08,Pro,UK,Referral,Startup,13,7,1,6,1,0,,79,28.98,948
U06336,2025-02-26,Pro,India,Content,Mid-Market,18,6,2,2,0,0,,79,32.95,948
U06337,2025-09-03,Pro,Germany,Referral,Startup,14,9,1,4,1,0,,79,14.63,1106
U06338,2025-06-08,Free,Australia,Content,SMB,7,2,1,3,0,1,2026-04-05,0,43.79,0
U06339,2025-01-13,Free,US,Referral,SMB,7,1,2,3,0,1,2025-06-18,0,44.76,0
U06340,2025-07-14,Free,US,Content,Startup,8,7,2,3,0,0,,0,30.55,0
U06341,2025-05-26,Free,India,Content,Mid-Market,3,2,3,3,0,0,,0,60.71,0
U06342,2025-03-13,Pro,US,Organic,SMB,11,4,2,4,1,0,,79,54.61,869
U06343,2025-10-06,Pro,Canada,Organic,SMB,11,8,3,3,1,0,,79,13.59,869
U06344,2025-03-24,Free,India,Paid Search,Mid-Market,8,3,1,3,0,1,2025-07-17,0,84.84,0
U06345,2025-06-07,Pro,US,Content,Startup,14,11,2,3,0,0,,79,42.39,1027
U06346,2025-07-14,Pro,UK,Organic,SMB,19,7,3,3,0,1,2026-03-30,79,38.5,711
U06347,2025-05-04,Pro,US,Paid Search,SMB,11,7,2,6,0,1,2025-12-06,79,99.06,553
U06348,2025-05-10,Free,India,Partner,Mid-Market,12,3,2,2,0,1,2025-07-08,0,91.32,0
U06349,2025-01-03,Free,US,Paid Search,SMB,8,1,3,2,0,1,2025-11-01,0,118.66,0
U06350,2025-04-23,Pro,India,Referral,Startup,12,5,0,6,0,0,,79,29.54,869
U06351,2025-09-24,Free,India,Referral,Mid-Market,2,1,2,3,0,1,2026-03-06,0,39.58,0
U06352,2025-10-06,Pro,US,Referral,SMB,16,7,1,9,1,0,,79,46.7,1027
U06353,2025-07-17,Pro,India,Referral,Startup,22,8,2,2,0,0,,79,46.66,869
U06354,2025-07-07,Free,US,Partner,Mid-Market,8,3,2,7,0,0,,0,68.68,0
U06355,2025-10-20,Free,Canada,Paid Search,SMB,11,1,1,3,0,1,2026-03-10,0,80.73,0
U06356,2025-03-08,Free,India,Content,Mid-Market,12,3,0,1,0,0,,0,37.22,0
U06357,2025-07-11,Free,US,Referral,Startup,14,5,0,3,0,1,2025-09-07,0,49.87,0
U06358,2025-03-07,Business,India,Organic,Startup,11,11,1,9,0,0,,249,31.34,2241
U06359,2025-06-03,Pro,US,Content,Mid-Market,11,1,2,7,0,0,,79,15.13,711
U06360,2025-06-27,Free,India,Partner,SMB,8,1,1,3,0,1,2025-10-06,0,55.47,0
U06361,2025-01-04,Free,Germany,Organic,Startup,12,1,0,2,0,1,2025-05-05,0,22.48,0
U06362,2025-06-21,Pro,UK,Paid Search,SMB,15,4,1,7,0,0,,79,107.54,1027
U06363,2025-08-13,Pro,India,Paid Search,Mid-Market,8,9,1,5,0,0,,79,69.64,948
U06364,2025-02-22,Pro,India,Organic,SMB,17,10,0,11,0,0,,79,27.47,790
U06365,2025-09-21,Pro,US,Paid Search,SMB,18,5,2,1,0,0,,79,91.19,711
U06366,2025-01-31,Free,India,Paid Search,Mid-Market,13,2,0,3,0,1,2025-03-11,0,94.21,0
U06367,2025-10-03,Pro,UK,Organic,SMB,30,6,0,6,1,0,,79,57.34,948
U06368,2025-03-29,Free,India,Organic,Startup,6,1,3,3,0,0,,0,22.28,0
U06369,2025-04-04,Business,US,Organic,SMB,25,8,0,9,1,1,2025-07-24,249,53.37,996
U06370,2025-09-30,Business,Germany,Paid Search,Startup,15,6,1,6,1,0,,249,125.37,2739
U06371,2025-04-05,Pro,UK,Referral,Startup,14,3,1,5,1,0,,79,25.18,948
U06372,2025-08-26,Free,UK,Content,Startup,16,5,1,3,0,0,,0,27.99,0
U06373,2025-06-14,Free,India,Referral,Startup,9,5,2,6,0,1,2026-03-30,0,24.22,0
U06374,2025-09-27,Pro,India,Paid Search,Startup,14,8,0,8,1,0,,79,97.71,1027
U06375,2025-03-13,Pro,Germany,Referral,Startup,11,6,1,5,0,1,2025-06-26,79,30.87,316
U06376,2025-07-18,Business,US,Organic,Enterprise,18,7,1,8,0,0,,249,41.33,2241
U06377,2025-03-27,Pro,Australia,Organic,SMB,14,2,0,4,0,1,2025-07-03,79,30.03,237
U06378,2025-09-01,Pro,Canada,Content,Mid-Market,17,6,1,8,0,0,,79,24.43,1106
U06379,2025-05-20,Free,India,Paid Search,SMB,6,3,1,4,0,1,2025-09-29,0,80.51,0
U06380,2025-10-21,Free,US,Paid Search,SMB,6,5,3,2,0,0,,0,65.48,0
U06381,2025-09-01,Pro,India,Partner,SMB,11,6,1,3,0,0,,79,76.91,790
U06382,2025-08-26,Business,India,Paid Search,Mid-Market,19,5,0,7,0,0,,249,102.21,3486
U06383,2025-03-10,Business,Canada,Organic,Enterprise,20,11,0,7,1,0,,249,32.69,2490
U06384,2025-03-19,Free,Canada,Content,SMB,7,1,2,2,0,0,,0,36.51,0
U06385,2025-01-12,Business,India,Organic,Enterprise,13,7,0,9,0,0,,249,40.19,3237
U06386,2025-01-18,Free,India,Content,SMB,10,5,1,3,0,1,2025-03-30,0,39.81,0
U06387,2025-01-12,Pro,US,Paid Search,Enterprise,9,5,1,2,0,0,,79,106.92,711
U06388,2025-08-26,Pro,Australia,Content,SMB,14,5,0,9,0,0,,79,30.64,869
U06389,2025-08-20,Free,UK,Partner,SMB,7,4,4,3,0,1,2025-10-15,0,52.5,0
U06390,2025-10-12,Free,US,Content,Startup,6,5,1,1,0,0,,0,49.36,0
U06391,2025-01-10,Pro,India,Organic,Startup,10,9,1,4,1,0,,79,27.59,711
U06392,2025-04-07,Business,India,Organic,Mid-Market,13,6,0,3,1,0,,249,45.28,2490
U06393,2025-10-10,Business,India,Paid Search,SMB,6,8,2,8,1,1,2026-04-07,249,67.04,1494
U06394,2025-07-11,Pro,India,Content,Startup,8,6,0,4,0,0,,79,35.72,869
U06395,2025-01-12,Pro,US,Paid Search,Mid-Market,11,8,0,7,0,0,,79,45.97,869
U06396,2025-03-08,Free,US,Organic,Enterprise,11,6,3,2,0,0,,0,38.58,0
U06397,2025-07-12,Free,US,Paid Search,Startup,10,3,0,2,1,0,,0,108.5,0
U06398,2025-07-10,Free,UK,Paid Search,Startup,8,1,2,4,0,0,,0,99.82,0
U06399,2025-08-26,Free,Australia,Referral,Startup,8,2,2,2,0,1,2025-12-11,0,33.24,0
U06400,2025-01-22,Free,Germany,Content,Mid-Market,8,4,0,1,0,1,2025-03-03,0,44.01,0
U06401,2025-02-14,Business,India,Paid Search,Mid-Market,15,10,0,12,1,0,,249,129.78,3486
U06402,2025-02-08,Pro,UK,Organic,Startup,10,4,5,2,1,0,,79,39.57,869
U06403,2025-04-02,Free,Canada,Referral,Mid-Market,7,4,0,3,0,0,,0,27.11,0
U06404,2025-09-06,Free,US,Partner,SMB,9,5,0,2,0,0,,0,99.75,0
U06405,2025-09-27,Free,UK,Organic,SMB,6,1,1,2,0,1,2026-04-29,0,36.15,0
U06406,2025-07-04,Free,India,Referral,Startup,10,4,0,2,0,0,,0,40.49,0
U06407,2025-08-29,Business,Canada,Referral,Mid-Market,12,7,1,13,0,0,,249,22.81,2241
U06408,2025-08-04,Free,India,Paid Search,Startup,7,3,1,2,0,0,,0,120.92,0
U06409,2025-07-02,Pro,US,Organic,Startup,13,7,1,11,1,0,,79,53.64,790
U06410,2025-04-22,Pro,US,Organic,SMB,8,7,1,2,0,0,,79,51.08,869
U06411,2025-01-31,Pro,India,Organic,Startup,6,4,2,5,0,0,,79,24.83,1106
U06412,2025-09-17,Free,India,Paid Search,SMB,10,4,3,3,0,0,,0,96.91,0
U06413,2025-09-30,Free,Australia,Referral,Startup,4,6,0,4,0,0,,0,41.23,0
U06414,2025-03-30,Pro,Canada,Referral,SMB,15,6,0,8,0,0,,79,32.66,1106
U06415,2025-01-08,Pro,US,Partner,Mid-Market,15,8,3,6,0,1,2025-02-12,79,75.72,79
U06416,2025-02-11,Pro,US,Partner,SMB,8,6,1,3,0,1,2025-10-13,79,78.74,632
U06417,2025-04-29,Free,UK,Paid Search,Startup,14,3,1,3,0,1,2025-09-26,0,77.07,0
U06418,2025-02-19,Pro,India,Referral,Startup,22,5,0,1,0,0,,79,53.32,948
U06419,2025-01-14,Business,India,Paid Search,Enterprise,10,6,1,7,0,0,,249,60.82,2988
U06420,2025-02-12,Free,US,Content,Startup,6,4,0,3,0,1,2025-12-11,0,44.26,0
U06421,2025-01-05,Free,India,Paid Search,Mid-Market,8,2,1,4,0,1,2025-10-12,0,102.49,0
U06422,2025-07-29,Free,UK,Content,Mid-Market,7,3,2,3,0,0,,0,23.08,0
U06423,2025-04-04,Pro,India,Partner,Mid-Market,16,6,2,5,0,1,2026-02-04,79,77.45,790
U06424,2025-10-25,Pro,India,Referral,Startup,18,4,1,5,0,0,,79,18.27,790
U06425,2025-08-16,Business,US,Organic,Enterprise,13,6,0,8,0,0,,249,39.78,2241
U06426,2025-06-08,Free,US,Paid Search,Startup,7,1,2,2,1,0,,0,78.23,0
U06427,2025-03-01,Business,Canada,Organic,SMB,13,9,0,8,0,1,2025-07-25,249,37.06,1245
U06428,2025-03-22,Pro,India,Partner,Mid-Market,10,6,2,2,1,0,,79,70.41,711
U06429,2025-10-01,Pro,Canada,Paid Search,SMB,13,8,0,7,0,0,,79,83.11,869
U06430,2025-01-08,Free,Australia,Referral,SMB,5,3,2,2,0,1,2025-03-28,0,14.71,0
U06431,2025-01-15,Free,US,Paid Search,Startup,8,5,2,3,0,1,2025-04-25,0,125.19,0
U06432,2025-08-24,Pro,UK,Organic,SMB,4,4,1,3,1,0,,79,50.46,948
U06433,2025-08-13,Free,UK,Paid Search,Startup,9,4,1,3,0,1,2025-11-15,0,24.02,0
U06434,2025-02-24,Pro,Germany,Organic,Startup,16,4,0,4,0,0,,79,47.82,869
U06435,2025-09-05,Free,India,Organic,SMB,9,4,0,2,0,0,,0,28.05,0
U06436,2025-07-30,Free,India,Paid Search,Mid-Market,9,2,0,4,0,0,,0,123.26,0
U06437,2025-06-11,Free,Canada,Content,SMB,9,3,1,3,0,1,2026-01-15,0,25.63,0
U06438,2025-03-23,Free,Canada,Content,SMB,7,1,0,4,0,0,,0,55.18,0
U06439,2025-05-22,Pro,US,Organic,Mid-Market,12,5,1,7,0,1,2026-03-28,79,36.5,790
U06440,2025-08-21,Pro,India,Paid Search,Startup,17,8,0,3,0,0,,79,68.54,632
U06441,2025-05-23,Pro,India,Referral,Enterprise,14,8,1,3,0,1,2025-08-14,79,52.41,237
U06442,2025-07-07,Free,Germany,Paid Search,Startup,9,2,2,2,0,1,2025-11-22,0,77.58,0
U06443,2025-06-17,Free,India,Referral,SMB,4,4,3,4,0,0,,0,54.2,0
U06444,2025-05-13,Pro,US,Partner,Startup,13,6,2,3,0,0,,79,17.45,632
U06445,2025-08-05,Free,US,Referral,Startup,8,4,1,1,0,0,,0,54.48,0
U06446,2025-03-21,Free,Canada,Referral,SMB,6,5,4,2,0,0,,0,38.3,0
U06447,2025-04-11,Pro,India,Organic,Mid-Market,12,6,2,8,0,1,2025-08-05,79,39.41,316
U06448,2025-06-26,Pro,Germany,Paid Search,Startup,16,6,1,6,0,1,2026-01-18,79,113.85,553
U06449,2025-10-08,Free,India,Paid Search,SMB,8,2,1,2,0,0,,0,81.16,0
U06450,2025-07-28,Pro,US,Content,Mid-Market,12,7,4,3,0,1,2026-04-05,79,35.26,632
U06451,2025-01-27,Pro,US,Organic,SMB,9,5,1,2,1,0,,79,24.54,1106
U06452,2025-01-11,Business,India,Content,SMB,18,11,1,14,1,0,,249,32.3,2988
U06453,2025-07-15,Free,Germany,Content,Mid-Market,12,1,0,1,0,1,2026-03-03,0,37.57,0
U06454,2025-04-02,Free,Australia,Paid Search,SMB,9,2,2,4,0,0,,0,130.14,0
U06455,2025-01-13,Free,US,Organic,SMB,4,1,0,3,0,1,2025-10-18,0,53.94,0
U06456,2025-08-16,Free,India,Content,Mid-Market,6,2,1,1,0,1,2026-02-19,0,38.14,0
U06457,2025-04-13,Pro,Australia,Content,Startup,9,3,0,7,0,1,2025-07-29,79,34.35,316
U06458,2025-03-22,Business,India,Paid Search,SMB,21,10,1,12,0,0,,249,80.35,2490
U06459,2025-06-08,Free,US,Partner,SMB,8,3,0,1,0,0,,0,56.7,0
U06460,2025-08-07,Free,India,Paid Search,SMB,14,4,4,1,0,1,2025-10-05,0,92.6,0
U06461,2025-02-06,Pro,US,Referral,Startup,10,7,4,5,0,1,2025-12-04,79,50.17,790
U06462,2025-05-03,Pro,India,Partner,Mid-Market,15,7,0,2,0,0,,79,83.53,1027
U06463,2025-08-15,Free,UK,Organic,Enterprise,5,2,1,3,0,0,,0,35.67,0
U06464,2025-07-25,Pro,India,Paid Search,Startup,19,6,1,6,0,1,2026-05-20,79,99.59,790
U06465,2025-02-04,Pro,India,Paid Search,Enterprise,8,7,1,2,0,0,,79,116.99,1106
U06466,2025-10-04,Pro,US,Organic,Mid-Market,10,8,0,9,1,0,,79,34.19,790
U06467,2025-02-25,Free,UK,Paid Search,Startup,8,7,3,1,0,1,2025-11-13,0,90.23,0
U06468,2025-02-20,Pro,India,Organic,SMB,8,6,0,6,1,0,,79,43.46,948
U06469,2025-01-14,Free,Canada,Partner,Startup,7,4,2,3,0,1,2025-05-06,0,66.81,0
U06470,2025-10-05,Free,US,Paid Search,Mid-Market,12,1,0,3,0,0,,0,66.72,0
U06471,2025-03-03,Pro,India,Organic,Startup,12,9,1,1,0,1,2025-09-26,79,30.89,553
U06472,2025-09-24,Free,US,Referral,Enterprise,7,2,1,2,0,1,2026-06-25,0,40.7,0
U06473,2025-06-28,Pro,US,Referral,SMB,16,5,0,3,0,0,,79,41.93,790
U06474,2025-06-02,Pro,India,Partner,Startup,15,7,0,2,1,0,,79,65.36,632
U06475,2025-10-01,Pro,India,Partner,Mid-Market,13,6,0,10,1,0,,79,74.4,869
U06476,2025-01-14,Free,Australia,Referral,Startup,12,3,1,3,0,0,,0,41.56,0
U06477,2025-09-13,Free,India,Referral,Startup,8,5,3,1,1,0,,0,28.59,0
U06478,2025-08-31,Pro,Australia,Partner,SMB,12,8,0,4,1,0,,79,79.66,790
U06479,2025-10-08,Business,US,Organic,Startup,20,8,1,10,1,0,,249,30.57,2490
U06480,2025-06-27,Free,India,Content,Startup,6,4,2,3,1,0,,0,33.95,0
U06481,2025-10-24,Business,UK,Content,Mid-Market,25,6,0,6,1,1,2026-08-30,249,30.32,2490
U06482,2025-04-05,Free,UK,Partner,Mid-Market,6,4,1,1,0,0,,0,67.27,0
U06483,2025-01-01,Pro,Australia,Referral,SMB,7,9,2,4,0,1,2025-05-26,79,38.46,395
